[2023-11-28T13:24:14.733+0000] {taskinstance.py:1159} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: ETL_Pipeline.transform_data scheduled__2023-11-27T00:00:00+00:00 [queued]>
[2023-11-28T13:24:14.741+0000] {taskinstance.py:1159} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: ETL_Pipeline.transform_data scheduled__2023-11-27T00:00:00+00:00 [queued]>
[2023-11-28T13:24:14.741+0000] {taskinstance.py:1361} INFO - Starting attempt 1 of 2
[2023-11-28T13:24:14.754+0000] {taskinstance.py:1382} INFO - Executing <Task(PythonOperator): transform_data> on 2023-11-27 00:00:00+00:00
[2023-11-28T13:24:14.761+0000] {standard_task_runner.py:57} INFO - Started process 6762 to run task
[2023-11-28T13:24:14.764+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'ETL_Pipeline', 'transform_data', 'scheduled__2023-11-27T00:00:00+00:00', '--job-id', '523', '--raw', '--subdir', 'DAGS_FOLDER/ETL_Pipeline.py', '--cfg-path', '/tmp/tmps2vtm4o8']
[2023-11-28T13:24:14.766+0000] {standard_task_runner.py:85} INFO - Job 523: Subtask transform_data
[2023-11-28T13:24:14.805+0000] {task_command.py:416} INFO - Running <TaskInstance: ETL_Pipeline.transform_data scheduled__2023-11-27T00:00:00+00:00 [running]> on host 4012deabc79b
[2023-11-28T13:24:14.877+0000] {taskinstance.py:1662} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='ETL_Pipeline' AIRFLOW_CTX_TASK_ID='transform_data' AIRFLOW_CTX_EXECUTION_DATE='2023-11-27T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2023-11-27T00:00:00+00:00'
[2023-11-28T13:24:14.884+0000] {logging_mixin.py:154} WARNING -  Scraping Progress:   0%|          | 0/669 [00:00<?, ?it/s]
[2023-11-28T13:55:12.963+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /online/national/2023/11/27/1340479 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e86341f0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/online/national/2023/11/27/1340479
[2023-11-28T13:55:12.964+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /online/national/2023/11/28/1340480 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634880>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/online/national/2023/11/28/1340480
[2023-11-28T13:55:12.965+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /online/Politics/2023/11/28/1340481 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634b20>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/online/Politics/2023/11/28/1340481
[2023-11-28T13:55:12.967+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /online/country-news/2023/11/28/1340482 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e86345e0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/online/country-news/2023/11/28/1340482
[2023-11-28T13:55:12.967+0000] {logging_mixin.py:154} WARNING - Scraping Progress:  82%|########1 | 548/669 [30:58<01:01,  1.97it/s]
[2023-11-28T13:55:12.969+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /online/national/2023/11/28/1340483 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634430>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/online/national/2023/11/28/1340483
[2023-11-28T13:55:12.970+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /online/national/2023/11/28/1340484 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634700>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/online/national/2023/11/28/1340484
[2023-11-28T13:55:12.972+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /online/miscellaneous/2023/11/28/1340485 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634a00>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/online/miscellaneous/2023/11/28/1340485
[2023-11-28T13:55:12.973+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /online/miscellaneous/2023/11/28/1340486 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634e80>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/online/miscellaneous/2023/11/28/1340486
[2023-11-28T13:55:12.974+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /online/world/2023/11/28/1340487 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634400>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/online/world/2023/11/28/1340487
[2023-11-28T13:55:12.976+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /online/business/2023/11/28/1340488 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634df0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/online/business/2023/11/28/1340488
[2023-11-28T13:55:12.978+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /online/world/2023/11/28/1340489 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634580>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/online/world/2023/11/28/1340489
[2023-11-28T13:55:12.979+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /online/sport/2023/11/28/1340490 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e86342b0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/online/sport/2023/11/28/1340490
[2023-11-28T13:55:12.981+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /online/world/2023/11/28/1340491 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634e50>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/online/world/2023/11/28/1340491
[2023-11-28T13:55:12.982+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /online/Politics/2023/11/28/1340492 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634220>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/online/Politics/2023/11/28/1340492
[2023-11-28T13:55:12.984+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /online/country-news/2023/11/28/1340493 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634dc0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/online/country-news/2023/11/28/1340493
[2023-11-28T13:55:12.986+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /online/country-news/2023/11/28/1340494 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634670>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/online/country-news/2023/11/28/1340494
[2023-11-28T13:55:12.987+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /online/miscellaneous/2023/11/28/1340495 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634d60>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/online/miscellaneous/2023/11/28/1340495
[2023-11-28T13:55:12.988+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /online/national/2023/11/28/1340496 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634820>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/online/national/2023/11/28/1340496
[2023-11-28T13:55:12.990+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /online/miscellaneous/2023/11/28/1340497 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634ee0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/online/miscellaneous/2023/11/28/1340497
[2023-11-28T13:55:12.992+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /online/country-news/2023/11/28/1340498 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e86345b0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/online/country-news/2023/11/28/1340498
[2023-11-28T13:55:12.993+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /online/Politics/2023/11/28/1340499 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e86347f0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/online/Politics/2023/11/28/1340499
[2023-11-28T13:55:12.995+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /online/sport/2023/11/28/1340500 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634fa0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/online/sport/2023/11/28/1340500
[2023-11-28T13:55:12.996+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /online/miscellaneous/2023/11/28/1340501 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e86341f0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/online/miscellaneous/2023/11/28/1340501
[2023-11-28T13:55:12.997+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /online/sport/2023/11/28/1340502 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634880>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/online/sport/2023/11/28/1340502
[2023-11-28T13:55:12.999+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /online/entertainment/2023/11/28/1340503 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634b20>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/online/entertainment/2023/11/28/1340503
[2023-11-28T13:55:13.000+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /online/world/2023/11/28/1340504 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e86345e0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/online/world/2023/11/28/1340504
[2023-11-28T13:55:13.001+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /online/Politics/2023/11/28/1340505 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634430>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/online/Politics/2023/11/28/1340505
[2023-11-28T13:55:13.003+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /online/entertainment/2023/11/28/1340506 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634700>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/online/entertainment/2023/11/28/1340506
[2023-11-28T13:55:13.004+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /online/campus-online/2023/11/28/1340507 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634a00>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/online/campus-online/2023/11/28/1340507
[2023-11-28T13:55:13.006+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /online/sport/2023/11/28/1340508 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634e80>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/online/sport/2023/11/28/1340508
[2023-11-28T13:55:13.007+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /online/science/2023/11/28/1340509 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634400>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/online/science/2023/11/28/1340509
[2023-11-28T13:55:13.008+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /online/world/2023/11/28/1340510 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634df0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/online/world/2023/11/28/1340510
[2023-11-28T13:55:13.010+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /online/Islamic-lifestylie/2023/11/28/1340511 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634580>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/online/Islamic-lifestylie/2023/11/28/1340511
[2023-11-28T13:55:13.012+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /online/Politics/2023/11/28/1340512 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e86342b0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/online/Politics/2023/11/28/1340512
[2023-11-28T13:55:13.013+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /online/country-news/2023/11/28/1340513 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634e50>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/online/country-news/2023/11/28/1340513
[2023-11-28T13:55:13.015+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /online/Islamic-lifestylie/2023/11/28/1340514 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634220>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/online/Islamic-lifestylie/2023/11/28/1340514
[2023-11-28T13:55:13.016+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /online/sport/2023/11/28/1340515 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634dc0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/online/sport/2023/11/28/1340515
[2023-11-28T13:55:13.018+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /online/national/2023/11/28/1340516 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634670>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/online/national/2023/11/28/1340516
[2023-11-28T13:55:13.019+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /online/national/2023/11/28/1340517 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634d60>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/online/national/2023/11/28/1340517
[2023-11-28T13:55:13.021+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /online/world/2023/11/28/1340519 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634820>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/online/world/2023/11/28/1340519
[2023-11-28T13:55:13.023+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /online/Politics/2023/11/28/1340520 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634ee0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/online/Politics/2023/11/28/1340520
[2023-11-28T13:55:13.024+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /online/lifestyle/2023/11/28/1340521 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e86345b0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/online/lifestyle/2023/11/28/1340521
[2023-11-28T13:55:13.026+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /online/miscellaneous/2023/11/28/1340522 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e86347f0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/online/miscellaneous/2023/11/28/1340522
[2023-11-28T13:55:13.028+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /online/jobs/2023/11/28/1340523 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634fa0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/online/jobs/2023/11/28/1340523
[2023-11-28T13:55:13.029+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /online/sport/2023/11/28/1340524 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e86341f0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/online/sport/2023/11/28/1340524
[2023-11-28T13:55:13.031+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /online/Politics/2023/11/28/1340525 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634880>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/online/Politics/2023/11/28/1340525
[2023-11-28T13:55:13.033+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /online/Islamic-lifestylie/2023/11/28/1340526 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634b20>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/online/Islamic-lifestylie/2023/11/28/1340526
[2023-11-28T13:55:13.034+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /online/national/2023/11/28/1340527 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e86345e0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/online/national/2023/11/28/1340527
[2023-11-28T13:55:13.036+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /online/lifestyle/2023/11/28/1340528 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634430>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/online/lifestyle/2023/11/28/1340528
[2023-11-28T13:55:13.037+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /online/country-news/2023/11/28/1340529 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634700>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/online/country-news/2023/11/28/1340529
[2023-11-28T13:55:13.041+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /online/science/2023/11/28/1340530 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634a00>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/online/science/2023/11/28/1340530
[2023-11-28T13:55:13.043+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /online/world/2023/11/28/1340531 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634e80>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/online/world/2023/11/28/1340531
[2023-11-28T13:55:13.045+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /online/Islamic-lifestylie/2023/11/28/1340532 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634400>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/online/Islamic-lifestylie/2023/11/28/1340532
[2023-11-28T13:55:13.047+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /online/sport/2023/11/28/1340533 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634df0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/online/sport/2023/11/28/1340533
[2023-11-28T13:55:13.049+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /online/entertainment/2023/11/28/1340534 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634580>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/online/entertainment/2023/11/28/1340534
[2023-11-28T13:55:13.050+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /online/country-news/2023/11/28/1340535 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e86342b0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/online/country-news/2023/11/28/1340535
[2023-11-28T13:55:13.051+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /online/national/2023/11/28/1340536 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634e50>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/online/national/2023/11/28/1340536
[2023-11-28T13:55:13.053+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /online/national/2023/11/28/1340537 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634220>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/online/national/2023/11/28/1340537
